B0,B1,B2,Label
-71,-79,-79,15
-73,-80,-73,14
-59,-92,-67,1
-68,-71,-85,6
-67,-82,-80,9
-65,-64,-78,2
-67,-84,-89,10
-49,-58,-80,6
-58,-75,-82,1
-51,-52,-79,3
-87,-80,-75,12
-74,-72,-83,7
-74,-61,-71,14
-55,-77,-76,9
-65,-79,-78,2
-72,-75,-86,3
-74,-74,-77,14
-52,-75,-70,6
-63,-75,-80,11
-67,-79,-76,11
-64,-89,-86,1
-68,-56,-72,14
-77,-53,-71,8
-70,-73,-80,4
-56,-73,-78,13
-65,-75,-79,2
-78,-60,-81,14
-50,-75,-94,3
-67,-73,-61,16
-70,-72,-79,15
-72,-72,-67,7
-66,-90,-75,10
-68,-80,-85,10
-71,-72,-65,3
-55,-84,-78,9
-64,-67,-62,4
-71,-76,-78,11
-52,-68,-77,5
-59,-61,-87,1
-52,-74,-83,6
-67,-83,-71,12
-64,-66,-65,4
-35,-83,-80,5
-65,-80,-80,2
-67,-73,-81,6
-56,-70,-79,3
-38,-81,-80,9
-68,-59,-77,11
-38,-84,-76,9
-82,-84,-71,14
-77,-80,-89,10
-72,-69,-63,16
-66,-67,-63,4
-62,-64,-79,2
-63,-70,-57,16
-57,-76,-82,3
-64,-69,-76,4
-73,-58,-78,14
-51,-77,-78,11
-63,-80,-80,2
-56,-76,-76,15
-52,-67,-86,5
-76,-80,-77,15
-67,-73,-57,16
-73,-79,-79,14
-69,-73,-83,7
-71,-71,-62,16
-69,-74,-83,13
-72,-58,-47,16
-73,-62,-80,7
-72,-71,-66,16
-73,-73,-69,14
-62,-71,-84,6
-48,-61,-61,2
-68,-95,-76,12
-86,-68,-72,12
-68,-75,-81,6
-71,-81,-76,11
-54,-76,-82,9
-58,-74,-88,1
-67,-74,-83,6
-50,-51,-79,3
-82,-90,-58,12
-69,-73,-58,16
-80,-80,-76,12
-59,-80,-86,1
-72,-83,-85,7
-70,-66,-81,4
-73,-73,-69,14
-63,-90,-80,1
-69,-71,-77,6
-78,-83,-72,12
-70,-81,-75,11
-64,-69,-77,4
-75,-86,-72,14
-70,-78,-61,16
-67,-75,-82,6
-83,-69,-72,8
-67,-73,-64,16
-52,-79,-68,5
-74,-73,-81,14
-71,-65,-72,8
-59,-89,-63,16
-72,-72,-78,15
-77,-53,-69,8
-69,-77,-79,15
-75,-74,-48,16
-71,-65,-81,4
-48,-80,-75,2
-63,-79,-75,11
-81,-70,-77,12
-57,-82,-78,14
-59,-74,-81,1
-78,-71,-75,12
-78,-70,-80,14
-65,-78,-75,2
-92,-81,-75,12
-72,-71,-85,3
-69,-61,-83,8
-67,-68,-83,8
-55,-75,-72,8
-66,-75,-77,11
-83,-55,-72,12
-52,-74,-65,6
-65,-55,-84,7
-76,-71,-71,12
-52,-73,-82,6
-58,-72,-64,1
-60,-74,-74,1
-65,-74,-85,6
-83,-82,-74,12
-72,-67,-73,8
-70,-77,-69,15
-71,-66,-80,3
-71,-70,-75,3
-51,-78,-79,5
-73,-80,-78,14
-67,-75,-82,3
-69,-82,-76,11
-75,-78,-80,10
-65,-65,-61,4
-67,-74,-81,6
-69,-82,-76,11
-58,-70,-72,3
-64,-65,-78,4
-52,-85,-88,5
-76,-92,-71,12
-44,-73,-78,1
-84,-70,-71,12
-65,-78,-78,2
-60,-76,-81,1
-64,-66,-77,4
-61,-89,-73,12
-65,-75,-81,6
-71,-73,-91,7
-54,-81,-80,11
-56,-75,-80,11
-75,-83,-61,12
-71,-77,-80,10
-78,-78,-69,10
-65,-72,-70,6
-69,-73,-72,6
-72,-76,-76,11
-85,-80,-59,12
-62,-61,-79,2
-69,-77,-74,15
-61,-67,-81,8
-49,-84,-80,9
-72,-76,-79,7
-80,-55,-71,12
-75,-83,-61,14
-67,-76,-95,3
-35,-78,-85,5
-71,-83,-80,14
-52,-77,-80,5
-67,-59,-71,6
-36,-61,-83,5
-64,-74,-80,1
-71,-75,-59,15
-71,-74,-78,13
-54,-75,-81,9
-72,-79,-57,14
-64,-66,-66,4
-72,-91,-81,14
-69,-78,-57,15
-75,-62,-87,10
-54,-66,-82,7
-65,-60,-76,11
-70,-65,-71,8
-82,-51,-71,8
-59,-68,-79,15
-55,-75,-67,9
-55,-86,-78,9
-57,-71,-65,10
-53,-71,-82,6
-64,-77,-80,15
-51,-79,-78,5
-71,-77,-80,10
-51,-78,-84,5
-88,-81,-73,12
-69,-76,-80,13
-50,-62,-78,5
-68,-73,-62,16
-71,-90,-78,13
-46,-78,-78,5
-52,-85,-79,11
-54,-78,-80,9
-75,-71,-73,12
-70,-72,-73,15
-71,-73,-88,8
-57,-81,-76,1
-63,-80,-76,2
-60,-65,-84,7
-55,-67,-90,8
-71,-70,-83,8
-50,-78,-90,5
-66,-65,-76,4
-68,-75,-79,15
-77,-84,-72,14
-72,-71,-72,14
-65,-67,-62,4
-67,-81,-77,10
-51,-66,-74,5
-69,-78,-80,15
-67,-72,-81,6
-72,-54,-96,8
-51,-79,-91,5
-68,-80,-81,10
-69,-61,-83,8
-55,-77,-82,1
-70,-83,-73,7
-54,-84,-76,9
-56,-75,-83,7
-65,-78,-61,2
-50,-67,-67,4
-66,-76,-69,15
-49,-80,-63,2
-78,-75,-83,14
-65,-74,-76,2
-69,-81,-86,7
-64,-76,-61,11
-71,-73,-77,13
-84,-72,-69,15
-69,-74,-79,13
-71,-68,-78,3
-74,-72,-84,3
-71,-78,-79,10
-72,-72,-85,7
-72,-51,-85,3
-59,-67,-75,4
-40,-78,-78,5
-76,-63,-79,10
-70,-71,-82,7
-42,-77,-62,9
-73,-70,-84,14
-66,-69,-84,8
-70,-77,-80,10
-71,-82,-78,13
-69,-70,-81,7
-52,-78,-78,5
-59,-79,-82,1
-70,-74,-82,8
-70,-71,-88,7
-41,-79,-89,5
-69,-88,-75,11
-65,-75,-65,11
-52,-77,-89,5
-51,-77,-65,5
-71,-75,-80,7
-55,-66,-88,3
-70,-72,-85,7
-67,-70,-69,3
-65,-80,-63,2
-71,-69,-81,3
-73,-72,-70,7
-55,-78,-79,9
-69,-75,-70,13
-72,-66,-80,15
-76,-72,-83,14
-67,-71,-79,6
-59,-96,-80,1
-59,-75,-82,1
-72,-69,-81,14
-71,-76,-77,11
-70,-74,-65,16
-51,-64,-78,5
-55,-83,-80,9
-54,-79,-80,9
-55,-84,-66,9
-70,-73,-77,13
-65,-74,-68,6
-56,-69,-81,8
-86,-74,-79,14
-81,-83,-72,12
-42,-80,-82,9
-76,-76,-61,12
-59,-83,-79,1
-70,-57,-81,15
-65,-78,-76,2
-65,-79,-75,2
-66,-60,-78,11
-49,-91,-76,2
-65,-75,-77,2
-53,-90,-77,9
-42,-78,-63,5
-50,-75,-75,11
-71,-70,-79,15
-77,-81,-77,12
-74,-88,-79,13
-56,-77,-80,13
-57,-80,-82,1
-74,-78,-67,14
-88,-90,-58,12
-68,-66,-75,4
-70,-73,-77,13
-53,-82,-81,9
-64,-88,-80,1
-72,-80,-58,14
-72,-66,-79,3
-55,-60,-88,8
-71,-73,-88,3
-55,-71,-83,7
-64,-81,-88,1
-70,-72,-82,7
-71,-79,-81,7
-71,-63,-73,10
-55,-75,-78,9
-51,-84,-68,5
-65,-72,-85,6
-56,-60,-79,3
-83,-56,-70,14
-82,-81,-62,12
-55,-77,-75,9
-77,-74,-90,8
-70,-70,-79,3
-68,-72,-64,16
-65,-77,-81,6
-50,-77,-77,4
-52,-75,-86,5
-66,-60,-76,2
-77,-81,-80,10
-77,-79,-73,14
-70,-79,-82,13
