B1_RSSI,B2_RSSI,B3_RSSI,Class
-69,-71,-83,13
-68,-72,-82,13
-69,-76,-80,13
-70,-70,-77,13
-52,-76,-82,13
-57,-72,-79,13
-59,-69,-75,13
-68,-72,-77,13
-67,-72,-82,13
-57,-71,-75,13
-71,-74,-79,13
-54,-74,-77,13
-71,-60,-77,13
-53,-64,-88,13
-56,-73,-78,13
-70,-74,-65,13
-71,-88,-79,13
-70,-77,-78,13
-70,-87,-78,13
-70,-74,-78,13
-71,-75,-76,13
-68,-76,-78,13
-76,-78,-75,13
-69,-64,-76,13
-69,-57,-77,13
-71,-82,-78,13
-70,-82,-83,13
-75,-89,-79,13
-70,-90,-78,13
-71,-74,-76,13
-71,-72,-76,13
-72,-70,-76,13
-76,-71,-80,13
-74,-72,-79,13
-71,-72,-83,13
-73,-72,-76,13
-72,-74,-77,13
-68,-73,-76,13
-72,-59,-68,13
-70,-72,-77,13
-70,-72,-77,13
-70,-81,-79,13
-70,-80,-76,13
-61,-79,-76,13
-69,-73,-76,13
-69,-63,-76,13
-72,-74,-76,13
-71,-85,-76,13
-56,-73,-77,13
-71,-75,-79,13
-71,-86,-64,13
-72,-81,-64,13
-70,-72,-81,13
-69,-82,-76,13
-54,-75,-76,13
-72,-73,-69,13
-73,-72,-84,13
-73,-84,-84,13
-71,-77,-84,13
-70,-72,-78,13
-70,-75,-78,13
-72,-71,-77,13
-71,-74,-74,13
-68,-71,-86,13
-69,-78,-77,13
-71,-71,-78,13
-74,-68,-77,13
-71,-68,-78,13
-70,-73,-77,13
-69,-84,-75,13
-75,-75,-78,14
-72,-82,-58,14
-83,-77,-77,14
-83,-77,-66,14
-72,-75,-72,14
-72,-72,-72,14
-59,-84,-73,14
-73,-78,-57,14
-80,-85,-72,14
-72,-82,-72,14
-78,-82,-80,14
-74,-81,-79,14
-77,-67,-81,14
-74,-73,-81,14
-68,-82,-62,14
-73,-80,-73,14
-75,-73,-75,14
-75,-73,-84,14
-75,-70,-78,14
-75,-81,-72,14
-75,-86,-72,14
-72,-69,-81,14
-73,-73,-69,14
-73,-73,-69,14
-86,-74,-79,14
-73,-80,-78,14
-77,-79,-73,14
-73,-79,-81,14
-73,-58,-81,14
-79,-80,-72,14
-77,-85,-78,14
-77,-73,-79,14
-86,-73,-65,14
-75,-83,-65,14
-80,-82,-65,14
-73,-73,-71,14
-74,-83,-72,14
-75,-83,-80,14
-75,-79,-80,14
-60,-81,-70,14
-75,-83,-61,14
-72,-81,-61,14
-77,-77,-72,14
-72,-58,-76,14
-74,-84,-78,14
-78,-60,-81,14
-60,-92,-63,14
-72,-82,-58,14
-75,-72,-77,14
-74,-71,-78,14
-58,-84,-57,14
-74,-63,-57,14
-72,-79,-57,14
-73,-85,-78,14
-72,-71,-72,14
-56,-83,-78,14
-73,-82,-77,14
-67,-74,-73,14
-72,-74,-56,14
-72,-58,-80,14
-73,-77,-57,14
-73,-76,-79,14
-72,-76,-79,14
-73,-79,-79,14
-79,-73,-79,14
-77,-64,-79,14
-81,-69,-67,14
-84,-63,-71,14
-85,-73,-58,14
-72,-80,-58,14
-72,-74,-71,14
-72,-78,-67,14
-75,-90,-67,14
-79,-90,-73,14
-72,-83,-66,14
-76,-86,-66,14
-78,-73,-63,14
-73,-74,-76,14
-74,-80,-84,14
-59,-77,-78,14
-73,-58,-78,14
-83,-72,-78,14
-87,-75,-72,14
-78,-75,-73,14
-69,-75,-57,14
-69,-78,-79,14
-62,-70,-72,14
-78,-70,-80,14
-81,-70,-65,14
-77,-81,-62,14
-71,-90,-77,14
-77,-84,-72,14
-74,-74,-77,14
-74,-80,-82,14
-63,-91,-79,14
-75,-83,-73,14
-76,-72,-81,14
-78,-79,-77,14
-74,-79,-79,14
-72,-79,-81,14
-76,-72,-73,14
-74,-64,-84,14
-75,-92,-72,14
-75,-84,-72,14
-72,-73,-72,14
-77,-70,-72,14
-74,-73,-57,14
-74,-76,-76,14
-77,-78,-81,14
-73,-59,-71,14
-80,-77,-81,14
-72,-83,-77,14
-80,-74,-80,14
-75,-60,-79,14
-75,-84,-81,14
-74,-82,-81,14
-59,-86,-72,14
-69,-71,-79,14
-76,-85,-80,14
-72,-76,-77,14
-79,-79,-80,14
-76,-83,-79,14
-75,-74,-80,14
-75,-79,-71,14
-59,-79,-84,14
-73,-88,-84,14
-73,-70,-84,14
-78,-72,-79,14
-75,-85,-58,14
-77,-81,-58,14
-73,-64,-71,14
-73,-73,-79,14
-75,-68,-71,14
-75,-65,-79,14
-74,-71,-79,14
-62,-84,-71,14
-75,-81,-77,14
-74,-82,-76,14
-74,-82,-79,14
-75,-72,-81,14
-74,-72,-64,14
-73,-73,-65,14
-73,-83,-79,14
-59,-73,-79,14
-59,-74,-79,14
-74,-73,-72,14
-58,-74,-71,14
-72,-75,-71,14
-57,-82,-78,14
-80,-74,-64,14
-73,-81,-71,14
-74,-72,-69,14
-75,-80,-58,14
-75,-79,-79,14
-72,-91,-81,14
-76,-72,-83,14
-72,-89,-83,14
-59,-72,-65,14
-72,-72,-65,14
-84,-83,-77,14
-84,-60,-60,14
-80,-74,-80,14
-66,-80,-80,14
-59,-79,-83,14
-76,-67,-79,14
-74,-88,-80,14
-74,-76,-79,14
-74,-61,-71,14
-74,-83,-73,14
-73,-84,-73,14
-74,-74,-79,14
-76,-81,-72,14
-73,-81,-72,14
-71,-83,-80,14
-78,-75,-83,14
-73,-58,-80,14
-57,-73,-73,14
-78,-73,-81,14
-73,-79,-69,14
-77,-87,-62,14
-80,-79,-77,14
-83,-56,-70,14
-73,-56,-70,14
-68,-56,-72,14
-68,-76,-71,14
-78,-73,-81,14
-82,-59,-63,14
-73,-65,-72,14
-74,-81,-82,14
-67,-65,-79,14
-58,-71,-71,14
-74,-68,-70,14
-77,-81,-71,14
-82,-84,-71,14
-75,-80,-78,14
-74,-79,-78,14
-76,-74,-65,14
-74,-78,-67,14
-76,-58,-69,14
-72,-86,-78,14
-70,-82,-85,15
-70,-79,-85,15
-54,-79,-73,15
-78,-75,-71,15
-73,-73,-71,15
-70,-82,-65,15
-70,-75,-80,15
-71,-77,-69,15
-71,-81,-64,15
-70,-59,-80,15
-72,-81,-79,15
-70,-68,-79,15
-59,-68,-79,15
-72,-72,-74,15
-69,-81,-73,15
-71,-65,-68,15
-71,-81,-81,15
-71,-75,-59,15
-73,-74,-67,15
-62,-77,-74,15
-62,-60,-74,15
-60,-74,-81,15
-72,-79,-80,15
-72,-72,-80,15
-55,-73,-78,15
-59,-77,-75,15
-59,-79,-69,15
-82,-78,-67,15
-72,-66,-80,15
-70,-72,-79,15
-70,-76,-72,15
-76,-74,-79,15
-73,-63,-79,15
-72,-77,-69,15
-60,-73,-69,15
-70,-63,-78,15
-71,-70,-79,15
-71,-73,-78,15
-70,-73,-57,15
-70,-74,-63,15
-77,-61,-72,15
-71,-78,-73,15
-71,-68,-78,15
-71,-71,-74,15
-56,-72,-80,15
-56,-59,-77,15
-71,-79,-79,15
-77,-77,-73,15
-77,-71,-79,15
-77,-76,-85,15
-71,-57,-66,15
-70,-57,-81,15
-70,-59,-78,15
-70,-76,-73,15
-71,-79,-74,15
-71,-79,-73,15
-77,-75,-65,15
-72,-72,-78,15
-71,-75,-66,15
-71,-75,-79,15
-56,-78,-72,15
-80,-78,-63,15
-71,-78,-79,15
-72,-78,-56,15
-79,-63,-72,15
-70,-78,-81,15
-76,-80,-77,15
-69,-78,-80,15
-72,-72,-80,15
-78,-72,-65,15
-56,-67,-65,15
-56,-64,-82,15
-83,-72,-68,15
-83,-77,-68,15
-79,-74,-58,15
-77,-75,-85,15
-72,-74,-66,15
-69,-71,-77,15
-70,-71,-72,15
-81,-57,-79,15
-67,-64,-79,15
-75,-72,-81,15
-56,-60,-81,15
-55,-77,-56,15
-79,-76,-78,15
-70,-79,-64,15
-77,-65,-80,15
-66,-77,-79,15
-69,-71,-74,15
-68,-72,-81,15
-69,-78,-81,15
-55,-78,-80,15
-55,-78,-57,15
-66,-76,-69,15
-66,-67,-79,15
-66,-74,-74,15
-77,-63,-68,15
-71,-68,-59,15
-76,-77,-73,15
-70,-78,-78,15
-79,-78,-64,15
-70,-71,-78,15
-69,-66,-72,15
-58,-76,-68,15
-79,-65,-63,15
-61,-74,-80,15
-69,-64,-79,15
-70,-75,-78,15
-82,-67,-79,15
-57,-63,-73,15
-80,-71,-81,15
-80,-75,-79,15
-54,-72,-81,15
-54,-76,-79,15
-80,-79,-81,15
-69,-79,-74,15
-82,-79,-74,15
-71,-80,-80,15
-61,-77,-72,15
-56,-77,-79,15
-71,-77,-72,15
-74,-79,-76,15
-73,-58,-64,15
-73,-77,-72,15
-74,-76,-73,15
-76,-72,-83,15
-70,-72,-77,15
-75,-61,-77,15
-70,-75,-81,15
-79,-75,-65,15
-71,-73,-80,15
-70,-73,-83,15
-77,-73,-79,15
-55,-73,-79,15
-80,-77,-64,15
-80,-75,-64,15
-77,-77,-66,15
-72,-76,-73,15
-69,-72,-65,15
-61,-79,-80,15
-72,-58,-79,15
-76,-78,-73,15
-72,-73,-70,15
-70,-71,-79,15
-72,-68,-79,15
-71,-78,-79,15
-70,-58,-73,15
-71,-78,-78,15
-64,-77,-80,15
-82,-77,-81,15
-69,-77,-73,15
-70,-72,-67,15
-70,-78,-78,15
-81,-78,-58,15
-69,-77,-57,15
-69,-71,-79,15
-69,-78,-57,15
-81,-73,-57,15
-70,-77,-69,15
-72,-75,-80,15
-70,-75,-78,15
-56,-71,-78,15
-83,-73,-65,15
-82,-78,-68,15
-71,-78,-77,15
-71,-78,-79,15
-69,-77,-79,15
-69,-68,-81,15
-78,-59,-65,15
-87,-71,-73,15
-87,-71,-58,15
-70,-76,-60,15
-55,-72,-60,15
-69,-79,-80,15
-84,-78,-80,15
-84,-72,-79,15
-84,-72,-69,15
-82,-76,-80,15
-88,-76,-69,15
-56,-76,-76,15
-82,-76,-64,15
-82,-72,-80,15
-69,-72,-76,15
-86,-63,-80,15
-80,-79,-73,15
-80,-71,-73,15
-70,-77,-78,15
-69,-78,-78,15
-68,-75,-79,15
-68,-71,-81,15
-68,-58,-81,15
-69,-77,-74,15
-68,-72,-79,15
-68,-78,-79,15
-70,-72,-73,15
-69,-77,-79,15
-52,-76,-83,15
-52,-62,-57,15
-79,-62,-73,15
-69,-77,-74,15
-71,-77,-79,15
-72,-58,-47,16
-68,-71,-67,16
-67,-75,-63,16
-70,-78,-61,16
-72,-71,-56,16
-71,-71,-63,16
-69,-72,-63,16
-73,-72,-47,16
-70,-71,-62,16
-69,-66,-65,16
-71,-77,-54,16
-63,-77,-54,16
-67,-73,-63,16
-68,-73,-62,16
-70,-73,-64,16
-70,-73,-62,16
-71,-73,-62,16
-71,-72,-62,16
-71,-57,-64,16
-69,-72,-63,16
-81,-73,-64,16
-63,-70,-57,16
-68,-71,-62,16
-75,-73,-62,16
-69,-72,-57,16
-71,-73,-62,16
-68,-73,-61,16
-67,-71,-52,16
-71,-71,-62,16
-68,-73,-62,16
-69,-73,-64,16
-68,-83,-62,16
-69,-72,-65,16
-67,-73,-61,16
-67,-73,-58,16
-67,-73,-57,16
-67,-73,-64,16
-68,-73,-62,16
-67,-58,-49,16
-71,-73,-53,16
-71,-73,-61,16
-68,-73,-66,16
-71,-57,-66,16
-71,-74,-66,16
-68,-73,-62,16
-70,-74,-65,16
-68,-74,-65,16
-69,-67,-62,16
-57,-67,-62,16
-67,-73,-57,16
-70,-73,-57,16
-69,-73,-64,16
-69,-72,-62,16
-69,-73,-64,16
-73,-73,-65,16
-67,-73,-62,16
-69,-67,-53,16
-70,-72,-62,16
-68,-73,-62,16
-74,-71,-62,16
-73,-73,-62,16
-66,-56,-65,16
-65,-68,-65,16
-68,-72,-58,16
-68,-71,-64,16
-61,-71,-62,16
-71,-73,-65,16
-72,-80,-61,16
-68,-72,-62,16
-69,-72,-62,16
-69,-72,-62,16
-71,-82,-62,16
-55,-82,-69,16
-55,-71,-64,16
-70,-79,-62,16
-68,-79,-65,16
-71,-74,-65,16
-68,-80,-65,16
-71,-63,-64,16
-69,-58,-61,16
-73,-80,-62,16
-68,-73,-61,16
-69,-71,-65,16
-68,-79,-47,16
-68,-55,-63,16
-72,-55,-62,16
-72,-75,-64,16
-67,-71,-65,16
-71,-71,-55,16
-69,-71,-61,16
-69,-73,-61,16
-68,-73,-62,16
-71,-75,-62,16
-71,-72,-65,16
-71,-75,-62,16
-72,-69,-62,16
-72,-71,-62,16
-72,-56,-63,16
-70,-70,-47,16
-69,-56,-65,16
-67,-69,-58,16
-63,-70,-65,16
-66,-61,-65,16
-68,-71,-61,16
-55,-81,-61,16
-72,-69,-63,16
-64,-69,-61,16
-69,-70,-61,16
-69,-75,-62,16
-53,-78,-64,16
-70,-78,-58,16
-73,-75,-64,16
-70,-77,-64,16
-63,-70,-62,16
-69,-74,-62,16
-67,-52,-60,16
-69,-92,-49,16
-74,-92,-64,16
-64,-74,-64,16
-70,-74,-63,16
-75,-74,-48,16
-74,-73,-55,16
-64,-73,-62,16
-59,-89,-63,16
-58,-68,-57,16
-70,-59,-62,16
-67,-72,-64,16
-72,-76,-62,16
-69,-81,-62,16
-64,-71,-64,16
-74,-71,-64,16
-67,-73,-63,16
-68,-76,-61,16
-73,-87,-61,16
-71,-65,-62,16
-67,-72,-64,16
-67,-75,-64,16
-70,-72,-61,16
-69,-72,-62,16
-70,-75,-47,16
-69,-72,-64,16
-54,-89,-64,16
-74,-72,-62,16
-58,-73,-61,16
-58,-75,-64,16
-69,-73,-58,16
-68,-74,-61,16
-73,-77,-63,16
-73,-77,-63,16
-59,-77,-63,16
-68,-74,-61,16
-71,-74,-62,16
-71,-72,-52,16
-70,-78,-62,16
-67,-72,-58,16
-67,-76,-65,16
-68,-76,-62,16
-67,-76,-64,16
-73,-57,-62,16
-69,-74,-61,16
-70,-70,-47,16
-68,-74,-66,16
-68,-72,-64,16
-72,-82,-62,16
-70,-82,-64,16
-70,-84,-62,16
-67,-72,-64,16
-68,-69,-64,16
-71,-73,-62,16
-66,-73,-63,16
-67,-60,-62,16
-74,-60,-62,16
-67,-75,-61,16
-72,-71,-66,16
-69,-73,-64,16
-73,-72,-64,16
-68,-76,-64,16
-67,-73,-64,16
-69,-73,-61,16
-69,-70,-64,16
-53,-74,-62,16
-67,-66,-58,16
-72,-74,-58,16
-53,-69,-62,16
-73,-70,-61,16
-68,-73,-61,16
-71,-72,-62,16
-71,-85,-57,16
-73,-72,-65,16
-74,-67,-47,16
-67,-73,-61,16
-66,-72,-57,16
-70,-71,-62,16
-74,-71,-62,16
-73,-71,-61,16
-71,-72,-61,16
-55,-73,-62,16
-59,-73,-49,16
-71,-73,-62,16
-71,-72,-61,16
