B1_RSSI,B2_RSSI,B3_RSSI,B4_RSSI,Class
-77,-67,-86,-71,7
-78,-72,-84,-69,7
-82,-74,-84,-70,7
-76,-57,-85,-67,7
-76,-57,-87,-58,7
-77,-57,-89,-67,7
-77,-76,-84,-76,7
-76,-76,-74,-66,7
-76,-75,-86,-67,7
-80,-73,-85,-70,7
-77,-77,-86,-67,7
-77,-75,-98,-72,7
-75,-75,-84,-68,7
-76,-69,-93,-70,7
-75,-76,-102,-69,7
-76,-76,-85,-51,7
-78,-76,-89,-68,7
-78,-74,-73,-52,7
-77,-58,-84,-74,7
-77,-73,-84,-67,7
-60,-75,-88,-70,7
-77,-76,-88,-71,7
-77,-77,-84,-67,7
-85,-68,-86,-62,7
-84,-73,-85,-52,7
-85,-77,-72,-71,7
-76,-76,-74,-69,7
-75,-76,-74,-54,7
-67,-58,-83,-70,7
-76,-74,-89,-68,7
-81,-75,-86,-72,7
-61,-76,-87,-70,7
-77,-76,-72,-70,7
-62,-76,-86,-70,7
-67,-63,-95,-69,7
-83,-72,-95,-75,7
-80,-75,-85,-68,7
-77,-78,-88,-68,7
-77,-77,-91,-55,7
-77,-73,-85,-59,7
-77,-75,-88,-52,7
-78,-75,-85,-71,7
-76,-72,-81,-70,7
-76,-76,-84,-69,7
-78,-77,-85,-69,7
-77,-77,-84,-70,7
-71,-76,-84,-55,7
-81,-73,-85,-73,7
-81,-76,-78,-68,7
-81,-77,-91,-70,7
-67,-76,-73,-70,7
-77,-77,-85,-69,7
-77,-79,-87,-75,7
-66,-79,-87,-69,7
-77,-77,-86,-69,7
-77,-73,-84,-70,7
-64,-73,-85,-54,7
-86,-73,-87,-70,7
-79,-75,-83,-57,7
-77,-75,-83,-73,7
-78,-73,-83,-69,7
-77,-75,-85,-71,7
-78,-75,-86,-68,7
-76,-75,-87,-69,7
-76,-77,-86,-69,7
-77,-75,-72,-68,7
-77,-73,-83,-68,7
-77,-74,-84,-70,7
-77,-61,-91,-70,7
-61,-78,-86,-69,7
-78,-75,-86,-53,7
-78,-77,-78,-68,7
-75,-73,-85,-69,7
-77,-73,-85,-68,7
-77,-73,-86,-71,7
-76,-73,-84,-68,7
-78,-75,-86,-67,7
-78,-76,-86,-67,7
-79,-77,-88,-72,7
-77,-75,-85,-53,7
-76,-75,-86,-69,7
-76,-72,-84,-69,7
-76,-71,-84,-66,7
-77,-75,-73,-67,7
-78,-76,-85,-73,7
-70,-75,-86,-71,7
-78,-64,-86,-69,7
-77,-79,-73,-69,7
-79,-75,-86,-69,7
-77,-63,-86,-67,7
-79,-67,-85,-69,7
-67,-73,-89,-52,7
-61,-73,-86,-68,7
-61,-73,-71,-68,7
-77,-75,-84,-68,7
-76,-89,-85,-70,7
-76,-74,-84,-67,7
-78,-73,-88,-69,7
-76,-73,-86,-59,7
-79,-74,-85,-67,7
-81,-61,-85,-68,7
-81,-74,-78,-69,7
-77,-72,-89,-67,7
-76,-79,-71,-67,7
-77,-74,-71,-68,7
-76,-77,-71,-68,7
-81,-76,-88,-67,7
-82,-72,-88,-67,7
-82,-74,-85,-68,7
-78,-72,-85,-68,7
-78,-77,-87,-70,7
-81,-75,-85,-63,7
-70,-79,-85,-66,7
-76,-77,-91,-69,7
-77,-76,-84,-69,7
-78,-74,-84,-59,7
-75,-75,-84,-67,7
-75,-75,-70,-72,7
-84,-77,-84,-71,7
-82,-74,-86,-71,7
-84,-75,-73,-71,7
-77,-75,-85,-85,7
-78,-75,-86,-67,7
-78,-75,-86,-69,7
-75,-67,-86,-70,7
-80,-75,-87,-67,7
-81,-74,-87,-67,7
-72,-73,-72,-67,7
-75,-66,-95,0,8
-87,-64,-66,-61,8
-74,-66,-81,-70,8
-73,-64,-71,-70,8
-74,-66,-71,-71,8
-73,-49,-72,-70,8
-88,-65,-72,-55,8
-86,-65,-72,-65,8
-75,-66,-72,-66,8
-74,-66,-86,-59,8
-99,-66,-80,-55,8
-72,-65,-73,-73,8
-72,-65,-87,-57,8
-74,-66,-70,-74,8
-73,-65,-77,-70,8
-73,-67,-72,-57,8
-73,-65,-72,-73,8
-75,-68,-71,-62,8
-73,-65,-56,-72,8
-73,-66,-56,-72,8
-95,-82,-56,-73,8
-95,-79,-88,-64,8
-98,-65,-87,-72,8
-92,-65,-88,-72,8
-76,-66,-71,-70,8
-73,-65,-71,-70,8
-74,-67,-84,-70,8
-74,-66,-84,-65,8
-89,-67,-84,-72,8
-73,-66,-72,-67,8
-73,-67,-91,-57,8
-75,-65,-91,-73,8
-96,-61,-77,-71,8
-96,-65,-56,-75,8
-96,-66,-72,-68,8
-73,-66,-71,-76,8
-74,-66,-72,-71,8
-73,-65,-83,-69,8
-73,-83,-86,-75,8
-102,-67,-72,-74,8
-72,-66,-90,-72,8
-73,-64,-90,-69,8
-98,-66,-72,-70,8
-73,-65,-90,-71,8
-73,-60,-72,-71,8
-73,-64,-72,-71,8
-74,-65,-89,-71,8
-74,-61,-71,-66,8
-92,-65,-71,-70,8
-73,-70,-83,-68,8
-73,-65,-85,-69,8
-94,-50,-71,-70,8
-73,-66,-71,-71,8
-74,-66,-88,-58,8
-74,-61,-88,-69,8
-73,-67,-72,-74,8
-81,-67,-72,-72,8
-73,-64,-72,-69,8
-74,-64,-72,-69,8
-74,-64,-87,-88,8
-73,-67,-72,-73,8
-74,-65,-88,-70,8
-83,-64,-88,-69,8
-75,-65,-88,-73,8
-75,-66,-88,-71,8
-74,-50,-71,-59,8
-69,-66,-72,-76,8
-75,-67,-72,-59,8
-69,-64,-72,-70,8
-60,-74,-72,-69,8
-93,-66,-72,-70,8
-73,-66,-72,-74,8
-74,-67,-85,-68,8
-74,-77,-85,-71,8
-72,-64,-56,-71,8
-59,-66,-62,-68,8
-83,-61,-91,-70,8
-78,-67,-72,-73,8
-73,-65,-71,-73,8
-74,-65,-82,-74,8
-74,-65,-72,-69,8
-85,-67,-82,-72,8
-85,-66,-71,-70,8
-85,-79,-71,-69,8
-74,-64,-71,-69,8
-75,-51,-71,-72,8
-75,-66,-72,-75,8
-70,-65,-72,-68,8
-70,-66,-72,-68,8
-74,-64,-93,-74,8
-73,-78,-72,-56,8
-73,-66,-89,-70,8
-74,-66,-90,-68,8
-73,-65,-72,-70,8
-73,-65,-72,-71,8
-79,-76,-72,-75,8
-74,-67,-72,-70,8
-75,-66,-72,-70,8
-90,-66,-91,-69,8
-73,-67,-91,-73,8
-74,-67,-91,-70,8
-74,-65,-91,-70,8
-75,-65,-91,-70,8
-73,-64,-71,-71,8
-72,-65,-71,-71,8
-74,-64,-85,-71,8
-60,-66,-56,-71,8
-72,-66,-90,-69,8
-72,-65,-88,-72,8
-72,-65,-89,-71,8
-73,-51,-91,-72,8
-75,-51,-91,-70,8
-73,-60,-72,-72,8
-75,-66,-72,-69,8
-73,-61,-56,-65,8
-73,-50,-56,-68,8
-74,-82,-92,-68,8
-74,-65,-90,-72,8
-74,-64,-70,-70,8
-100,-66,-90,-72,8
-72,-61,-76,-70,8
-75,-65,-76,-70,8
-73,-64,-91,-69,8
-73,-66,-93,-73,8
-74,-66,-91,-69,8
-73,-66,-93,-73,8
-74,-65,-93,-69,8
-74,-60,-72,-73,8
-73,-65,-71,-70,8
-75,-66,-88,-77,8
-74,-50,-92,-72,8
-73,-66,-72,-70,8
-73,-65,-72,-71,8
-74,-62,-72,-73,8
-80,-64,-71,-68,8
-74,-66,-80,-71,8
-74,-67,-73,-71,8
-73,-65,-91,-57,8
-73,-65,-71,-57,8
-73,-64,-71,-69,8
-76,-66,-71,-72,8
-74,-72,-93,-71,8
-73,-72,-72,-71,8
-74,-65,-73,-71,8
-74,-64,-71,-71,8
-74,-64,-71,-70,8
-74,-65,-70,-73,8
-70,-65,-71,-73,8
-74,-73,-71,-71,8
-74,-64,-91,-71,8
-86,-83,-71,-70,8
-73,-66,-72,-69,8
-73,-66,-56,-73,8
-73,-56,-87,-73,8
-74,-65,-87,-75,8
-74,-66,-72,-59,8
-75,-65,-56,-69,8
-60,-65,-72,-71,8
-65,-64,-71,-72,8
-73,-55,-90,-55,8
-76,-55,-89,-65,8
-76,-56,-85,-70,8
-76,-64,-85,-71,8
-101,-65,-56,-69,8
-101,-65,-71,-74,8
-101,-65,-71,-70,8
-76,-66,-71,-70,8
-74,-66,-71,-70,8
-74,-76,-72,-71,8
-72,-66,-88,-72,8
-73,-64,-88,-70,8
-73,-66,-71,-73,8
-84,-55,-71,-72,8
-73,-65,-71,-73,8
-73,-64,-87,-73,8
-74,-63,-87,-71,8
-75,-64,-90,-65,8
-75,-65,-72,-69,8
-104,-66,-72,-72,8
-74,-66,-72,-72,8
-74,-66,-84,-68,8
-74,-65,-71,-70,8
-72,-66,-71,-73,8
-74,-65,-71,-69,8
-73,-51,-94,-72,8
-64,-64,-62,-72,8
-73,-65,-87,-63,8
-75,-66,-91,-73,8
-102,-66,-71,-72,8
-74,-65,-72,-57,8
-59,-65,-71,-70,8
-59,-66,-71,-56,8
-59,-51,-57,-68,8
-59,-65,-56,-68,8
-73,-66,-71,-72,8
-73,-65,-71,-68,8
-73,-65,-71,-69,8
-75,-65,-78,-73,8
-74,-65,-72,-68,8
-74,-67,-71,-71,8
-74,-65,-69,-56,8
-67,-73,-72,-66,8
-73,-51,-72,-55,8
-74,-51,-88,-73,8
-73,-64,-88,-58,8
-76,-61,-87,-68,8
-73,-65,-91,-68,8
-75,-51,-91,-70,8
-74,-65,-56,-73,8
-75,-65,-84,-70,8
-95,-61,-72,-73,8
-59,-49,-71,-68,8
-61,-67,-72,-56,8
-72,-65,-72,-73,8
-74,-49,-62,-56,8
-74,-65,-70,-70,8
-93,-50,-72,-70,8
-85,-66,-88,-70,8
-97,-68,-86,-70,8
-94,-68,-87,-77,8
-98,-68,-87,-69,8
-74,-64,-71,-68,8
-91,-64,-72,-73,8
-74,-61,-72,-72,8
-74,-67,-90,-69,8
-60,-63,-62,-56,8
-74,-64,-56,-55,8
-73,-50,-73,-56,8
-79,-65,-92,-71,8
-75,-65,-92,-74,8
-74,-65,-71,-71,8
-73,-52,-71,-58,8
-74,-66,-71,-73,8
-93,-66,-89,-69,8
-95,-50,-87,-72,8
-73,-51,-88,-70,8
-80,-64,-56,-73,8
-88,-65,-56,-73,8
-94,-51,-56,-69,8
-91,-65,-56,-78,8
-73,-73,-90,-74,8
-96,-56,-77,-74,8
-74,-64,-73,-62,8
-74,-52,-55,-73,8
-61,-65,-71,-74,8
-69,-63,-71,-65,8
-74,-65,-71,-68,8
-74,-56,-87,-74,8
-59,-64,-88,-70,8
-73,-65,-71,-57,8
-93,-64,-71,-70,8
-65,-65,-71,-72,8
-67,-66,-78,-74,8
-75,-66,-72,-54,8
-64,-69,-72,-69,8
-60,-69,-88,-58,8
-60,-65,-88,-68,8
-87,-65,-77,-72,8
-94,-65,-77,-70,8
-74,-67,-89,-73,8
-73,-56,-89,-70,8
-75,-70,-89,-67,8
-74,-66,-72,-65,8
-73,-66,-82,-72,8
-88,-65,-72,-69,8
-74,-67,-89,-62,8
-74,-65,-93,-70,8
-75,-61,-93,-71,8
-90,-65,-71,-68,8
-65,-50,-86,-71,8
-65,-64,-56,-70,8
-90,-52,-56,-71,8
-60,-70,-56,-69,8
-75,-65,-56,-71,8
-76,-65,-71,-70,8
-74,-56,-71,-73,8
-73,-52,-71,-70,8
-73,-66,-71,-68,8
-74,-66,-71,-71,8
-86,-64,-93,-72,8
-74,-67,-71,-73,8
-74,-64,-68,-74,8
-74,-67,-86,-69,8
-75,-56,-86,-69,8
-74,-64,-86,-73,8
-74,-64,-96,-67,8
-60,-64,-72,-69,8
-65,-56,-71,-72,8
-60,-67,-92,-71,8
-73,-64,-92,-70,8
-71,-52,-92,-72,8
-73,-67,-92,-73,8
-73,-61,-77,-71,8
-74,-73,-92,-73,8
-65,-65,-72,-75,8
-74,-66,-71,-73,8
-74,-67,-89,-70,8
-75,-67,-72,-73,8
-63,-65,-56,-73,8
-86,-65,-89,-61,8
-68,0,-83,-58,9
-68,-68,-74,-59,9
-64,-68,-85,-52,9
-61,-74,-66,-51,9
-68,-75,-80,-61,9
-54,-80,-83,-63,9
-70,-87,-80,-59,9
-69,-76,-82,-58,9
-71,-76,-74,-62,9
-69,-77,-82,-58,9
-55,-78,-78,-53,9
-69,-82,-78,-59,9
-66,-83,-90,-61,9
-71,-83,-77,-59,9
-70,-83,-83,-61,9
-70,-83,-75,-58,9
-72,-83,-75,-61,9
-64,-81,-87,-58,9
-71,-81,-84,-54,9
-70,-83,-75,-44,9
-76,-83,-77,-49,9
-71,-68,-61,-59,9
-68,-85,-86,-57,9
-68,-85,-74,-55,9
-73,-83,-78,-61,9
-70,-83,-86,-59,9
-68,-84,-89,-61,9
-70,-84,-75,-59,9
-70,-82,-75,-58,9
-70,-84,-74,-58,9
-68,-80,-90,-57,9
-68,-85,-76,-57,9
-71,-83,-76,-62,9
-75,-83,-76,-61,9
-81,-83,-69,-61,9
-69,-84,-85,-61,9
-70,-84,-66,-48,9
-69,-84,-78,-58,9
-69,-85,-76,-45,9
-71,-83,-76,-61,9
-69,-83,-77,-59,9
-70,-82,-88,-61,9
-69,-79,-88,-62,9
-72,-79,-80,-60,9
-70,-79,-88,-57,9
-70,-87,-88,-60,9
-68,-79,-74,-58,9
-68,-83,-92,-63,9
-69,-82,-89,-57,9
-70,-82,-80,-61,9
-68,-81,-59,-58,9
-70,-85,-80,-43,9
-68,-85,-76,-58,9
-55,-83,-76,-58,9
-55,-83,-87,-46,9
-68,-83,-76,-61,9
-70,-83,-81,-61,9
-68,-78,-81,-58,9
-71,-78,-68,-60,9
-71,-84,-64,-60,9
-54,-74,-80,-62,9
-54,-82,-87,-58,9
-68,-84,-84,-62,9
-70,-69,-84,-48,9
-64,-83,-81,-60,9
-67,-83,-81,-58,9
-54,-83,-75,-60,9
-70,-69,-84,-61,9
-68,-78,-87,-67,9
-65,-88,-74,-62,9
-72,-88,-91,-45,9
-69,-88,-95,-43,9
-68,-83,-85,-49,9
-69,-67,-85,-58,9
-68,-67,-91,-59,9
-73,-83,-91,-57,9
-71,-88,-86,-58,9
-54,-79,-86,-61,9
-70,-79,-86,-45,9
-69,-81,-60,-45,9
-69,-81,-77,-59,9
-71,-78,-77,-57,9
-62,-72,-60,-57,9
-62,-82,-87,-43,9
-68,-68,-71,-61,9
-53,-77,-69,-45,9
-53,-73,-75,-45,9
-75,-67,-87,-58,9
-70,-67,-61,-59,9
-54,-72,-78,-58,9
-69,-78,-79,-62,9
-54,-80,-84,-58,9
-60,-85,-84,-61,9
-68,-85,-68,-43,9
-68,-66,-78,-62,9
-54,-66,-68,-62,9
-68,-82,-69,-45,9
-70,-82,-74,-58,9
-60,-84,-74,-58,9
-58,-82,-82,-71,9
-68,-82,-82,-57,9
-68,-78,-82,-58,9
-71,-82,-80,-60,9
-68,-66,-84,-49,9
-64,-66,-84,-62,9
-70,-78,-84,-58,9
-68,-79,-74,-60,9
-69,-81,-83,-59,9
-70,-81,-75,-59,9
-70,-84,-75,-58,9
-72,-84,-77,-58,9
-70,-84,-85,-59,9
-69,-84,-69,-72,9
-70,-84,-82,-58,9
-66,-84,-73,-58,9
-66,-85,-85,-58,9
-71,-85,-74,-61,9
-67,-85,-84,-58,9
-56,-87,-87,-59,9
-64,-87,-85,-57,9
-56,-65,-80,-58,9
-69,-86,-85,-58,9
-70,-86,-85,-58,9
-69,-86,-85,-59,9
-67,-88,-85,-58,9
-60,-88,-75,-59,9
-58,-81,-86,-62,9
-67,-83,-73,-61,9
-71,-86,-73,-57,9
-70,-86,-84,-58,9
-68,-86,-75,-58,9
-63,-79,-73,-59,9
-69,-77,-79,-61,9
-70,-86,-84,-59,9
-67,-86,-72,-61,9
-68,-86,-91,-61,9
-71,-86,-88,-59,9
-71,-78,-88,-59,9
-68,-87,-85,-58,9
-76,-82,-84,-58,9
-69,-84,-84,-62,9
-64,-84,-70,-58,9
-69,-85,-73,-62,9
-54,-86,-85,-54,9
-64,-79,-85,-58,9
-70,-85,-85,-58,9
-75,-71,-86,-59,9
-68,-71,-75,-58,9
-69,-71,-75,-58,9
-70,-71,-84,-61,9
-70,-79,-86,-57,9
-69,-72,-85,-59,9
-68,-85,-74,-43,9
-70,-85,-86,-58,9
-71,-85,-74,-58,9
-70,-85,-74,-57,9
-54,-84,-84,-61,9
-68,-78,-84,-61,9
-70,-84,-75,-58,9
-71,-84,-77,-62,9
-71,-77,-85,-57,9
-70,-84,-85,-60,9
-67,-85,-85,-61,9
-73,-77,-75,-45,9
-68,-77,-68,-62,9
-69,-77,-73,-58,9
-70,-85,-85,-58,9
-68,-85,-73,-58,9
-59,-85,-84,-58,9
-70,-88,-84,-62,9
-70,-79,-84,-61,9
-69,-80,-83,-58,9
-53,-87,-83,-59,9
-67,-78,-79,-58,9
-69,-72,-83,-58,9
-59,-72,-85,-57,9
-68,-84,-85,-57,9
-69,-84,-75,-58,9
-64,-84,-84,-58,9
-69,-85,-88,-63,9
-69,-85,-88,-61,9
-58,-85,-83,-54,9
-68,-85,-83,-59,9
-70,-85,-83,-59,9
-67,-85,-79,-58,9
-69,-72,-75,-58,9
-69,-86,-80,-57,9
-71,-86,-73,-53,9
-68,-87,-73,-58,9
-71,-89,-73,-61,9
-67,-72,-74,-58,9
-71,-72,-84,-62,9
-69,-63,-89,-53,9
-81,-102,-85,-65,9
-71,-102,-84,-59,9
-69,-84,-71,-58,9
-64,-85,-85,-43,9
-67,-82,-74,-62,9
-67,-85,-75,-59,9
-70,-88,-75,-58,9
-66,-84,-75,-61,9
-54,-86,-75,-58,9
-70,-67,-66,-60,9
-69,-67,-82,-60,9
-70,-78,-75,-59,9
-64,-85,-75,-45,9
-70,-79,-73,-46,9
-69,-79,-81,-58,9
-69,-78,-81,-59,9
-70,-78,-74,-58,9
-68,-77,-74,-59,9
-69,-83,-74,-56,9
-71,-82,-74,-60,9
-69,-84,-79,-58,9
-68,-84,-81,-58,9
-71,-63,-85,-60,9
-71,-63,-61,-62,9
-56,-70,-82,-58,9
-65,-83,-83,-59,9
-78,-90,-85,-58,9
-69,-82,-85,-61,9
-68,-82,-75,-59,9
-68,-65,-75,-59,9
-72,-77,-84,-58,9
-70,-77,-79,-61,9
-71,-83,-83,-62,9
-69,-79,-74,-43,9
-72,-84,-74,-44,9
-67,-77,-76,-58,9
-69,-83,-87,-60,9
-67,-85,-82,-57,9
-57,-85,-74,-59,9
-70,-63,-74,-62,9
-68,-63,-74,-58,9
-62,-84,-74,-60,9
-70,-77,-74,-61,9
-70,-82,-74,-62,9
-69,-80,-83,-61,9
-69,-82,-76,-58,9
-64,-83,-71,-58,9
-69,-83,-71,-61,9
-68,-79,-75,-60,9
-69,-84,-75,-58,9
-69,-86,-79,-57,9
-71,-86,-85,-58,9
-68,-79,-74,-57,9
-70,-86,-83,-61,9
-68,-85,-81,-59,9
-69,-76,-81,-49,9
-69,-82,-63,-58,9
-68,-90,-63,-60,9
-74,-68,-79,-58,9
-70,-81,-70,-60,9
-69,-81,-60,-62,9
-53,-81,-60,-62,9
-71,-83,-67,-58,9
-70,-77,-70,-45,9
-70,-77,-89,-57,9
-63,-83,-75,-58,9
-69,-77,-83,-59,9
-67,-77,-84,-57,9
-70,-75,-77,-57,9
-70,-84,-81,-59,9
-70,-84,-79,-61,9
-69,-83,-84,-57,9
-68,-84,-83,-61,9
-68,-84,-68,-69,9
-70,-84,-81,-58,9
-69,-79,-72,-57,9
-53,-76,-83,-44,9
-69,-82,-75,-60,9
-67,-82,-79,-59,9
-69,-78,-84,-58,9
-53,-66,-74,-58,9
-69,-83,-75,-62,9
-67,-81,-82,-60,9
-70,-77,-74,-59,9
-65,-77,-74,-59,9
-70,-84,-60,-61,9
-68,-84,-84,-43,9
-53,-82,-77,-43,9
-70,-85,-85,-62,9
-69,-85,-85,-58,9
-69,-78,-77,-60,9
-70,-84,-77,-62,9
-69,-85,-82,-59,9
-68,-85,-85,-58,9
-67,-80,-78,-61,9
-68,-82,-78,-60,9
-70,-70,-81,-59,9
-69,-83,-83,-61,9
-68,-84,-76,-61,9
-55,-84,-85,-58,9
-69,-86,-75,-58,9
-74,-81,-82,-62,9
-74,-83,-76,-58,9
-72,-83,-80,-58,9
-68,-83,-76,-58,9
-67,-85,-76,-61,9
-53,-85,-76,-59,9
-85,-77,-65,-63,10
-85,-85,-84,-61,10
-70,-88,-80,-64,10
-74,-88,-80,-61,10
-77,-79,-80,-61,10
-77,-73,-80,-62,10
-75,-82,-81,-61,10
-69,-77,-81,-63,10
-69,-77,-81,-62,10
-89,-63,-81,-44,10
-71,-74,-81,-64,10
-75,-73,-81,-63,10
-74,-83,-80,-63,10
-70,-73,-81,-64,10
-74,-68,-81,-63,10
-70,-68,-81,-63,10
-70,-83,-81,-59,10
-79,-78,-82,-59,10
-85,-79,-84,-62,10
-72,-85,-83,-55,10
-59,-72,-80,-62,10
-59,-72,-86,-61,10
-56,-78,-86,-48,10
-72,-81,-82,-60,10
-69,-67,-83,-61,10
-60,-67,-81,-63,10
-71,-86,-81,-64,10
-58,-73,-81,-62,10
-74,-64,-79,-64,10
-74,-64,-80,-60,10
-73,-75,-80,-44,10
-76,-78,-82,-63,10
-74,-84,-65,-69,10
-72,-81,-65,-62,10
-71,-78,-65,-63,10
-75,-87,-65,-60,10
-73,-75,-65,-63,10
-82,-78,-80,-63,10
-74,-85,-80,-68,10
-73,-76,-81,-44,10
-69,-76,-82,-62,10
-71,-63,-75,-61,10
-71,-73,-75,-61,10
-74,-73,-81,-62,10
-69,-77,-71,-69,10
-69,-86,-66,-63,10
-69,-77,-83,-60,10
-70,-76,-83,-48,10
-81,-58,-83,-63,10
-84,-78,-83,-62,10
-74,-84,-81,-59,10
-74,-85,-83,-63,10
-81,-73,-79,-63,10
-70,-78,-79,-62,10
-65,-79,-79,-61,10
-73,-73,-81,-63,10
-70,-63,-81,-63,10
-55,-64,-80,-63,10
-73,-73,-82,-60,10
-75,-59,-86,-61,10
-75,-81,-74,-61,10
-69,-81,-80,-71,10
-74,-81,-81,-60,10
-71,-73,-81,-62,10
-74,-80,-80,-59,10
-60,-59,-90,-63,10
-70,-75,-81,-63,10
-69,-73,-85,-61,10
-69,-74,-85,-62,10
-69,-88,-85,-62,10
-72,-81,-85,-60,10
-74,-78,-69,-62,10
-74,-71,-81,-62,10
-73,-73,-80,-62,10
-69,-82,-68,-62,10
-73,-74,-68,-66,10
-73,-78,-95,-65,10
-69,-82,-95,-58,10
-74,-65,-79,-64,10
-74,-79,-84,-63,10
-70,-79,-80,-61,10
-74,-74,-80,-65,10
-69,-84,-79,-63,10
-55,-78,-80,-63,10
-65,-78,-81,-63,10
-70,-80,-81,-63,10
-72,-68,-79,-63,10
-72,-81,-81,-63,10
-68,-81,-81,-61,10
-69,-74,-81,-49,10
-74,-80,-79,-63,10
-75,-80,-79,-64,10
-70,-74,-80,-62,10
-70,-74,-79,-61,10
-69,-74,-79,-62,10
-84,-76,-81,-65,10
-74,-78,-81,-64,10
-70,-80,-80,-61,10
-73,-80,-85,-53,10
-55,-80,-80,-62,10
-74,-83,-80,-64,10
-83,-83,-78,-60,10
-78,-81,-93,-62,10
-70,-81,-77,-62,10
-76,-70,-72,-63,10
-72,-70,-72,-62,10
-75,-68,-80,-62,10
-69,-74,-79,-63,10
-69,-75,-76,-71,10
-70,-67,-85,-62,10
-58,-73,-85,-61,10
-74,-81,-85,-61,10
-74,-81,-80,-54,10
-75,-80,-85,-61,10
-75,-77,-87,-63,10
-57,-80,-87,-63,10
-61,-80,-87,-63,10
-69,-74,-87,-62,10
-70,-80,-85,-62,10
-71,-77,-79,-68,10
-73,-74,-79,-48,10
-69,-81,-81,-63,10
-58,-80,-75,-62,10
-62,-71,-75,-62,10
-71,-83,-75,-62,10
-68,-79,-86,-62,10
-70,-84,-88,-68,10
-72,-64,-88,-62,10
-68,-68,-88,-62,10
-72,-81,-78,-63,10
-73,-81,-67,-61,10
-73,-79,-67,-63,10
-70,-71,-67,-62,10
-84,-75,-81,-62,10
-73,-74,-81,-62,10
-71,-74,-81,-62,10
-70,-76,-81,-62,10
-70,-76,-81,-48,10
-70,-76,-82,-62,10
-72,-80,-78,-63,10
-70,-84,-78,-61,10
-71,-80,-80,-61,10
-84,-63,-79,-62,10
-71,-75,-79,-62,10
-71,-59,-79,-62,10
-74,-84,-83,-61,10
-74,-79,-67,-65,10
-74,-74,-67,-62,10
-70,-75,-84,-48,10
-71,-74,-78,-63,10
-74,-76,-79,-62,10
-69,-75,-86,-62,10
-80,-75,-79,-48,10
-71,-74,-79,-63,10
-73,-83,-78,-62,10
-70,-81,-78,-61,10
-69,-73,-78,-64,10
-69,-73,-80,-63,10
-69,-88,-80,-64,10
-70,-78,-86,-63,10
-72,-73,-82,-60,10
-72,-73,-83,-49,10
-72,-83,-79,-63,10
-70,-59,-82,-63,10
-74,-81,-79,-62,10
-71,-59,-84,-61,10
-73,-77,-79,-61,10
-55,-80,-83,-63,10
-68,-80,-81,-61,10
-68,-68,-81,-62,10
-85,-73,-81,-62,10
-88,-76,-79,-62,10
-73,-79,-92,-62,10
-71,-72,-79,-48,10
-59,-72,-79,-62,10
-68,-87,-79,-65,10
-74,-58,-79,-62,10
-70,-72,-82,-61,10
-89,-73,-82,-60,10
-59,-73,-82,-62,10
-75,-73,-83,-64,10
-71,-72,-83,-50,10
-74,-72,-91,-62,10
-69,-79,-91,-48,10
-74,-79,-80,-60,10
-69,-72,-80,-60,10
-70,-79,-64,-64,10
-69,-76,-91,-61,10
-69,-70,-87,-63,10
-74,-93,-87,-62,10
-89,-82,-80,-64,10
-74,-75,-67,-64,10
-75,-72,-82,-64,10
-55,-65,-82,-64,10
-55,-65,-82,-47,10
-90,-76,-80,-49,10
-69,-74,-80,-60,10
-88,-79,-80,-50,10
-71,-74,-80,-63,10
-69,-79,-78,-61,10
-69,-70,-78,-63,10
-73,-72,-78,-64,10
-61,-76,-81,-45,10
-69,-78,-81,-60,10
-70,-82,-80,-64,10
-68,-71,-83,-64,10
-68,-84,-69,-62,10
-70,-74,-81,-65,10
-66,-74,-81,-64,10
-66,-84,-69,-60,10
-69,-85,-69,-53,10
-70,-77,-82,-62,10
-74,-82,-75,-63,10
-73,-84,-75,-47,10
-67,-75,-81,-58,10
-71,-77,-81,-63,10
-74,-84,-82,-62,10
-74,-83,-82,-62,10
-70,-77,-82,-62,10
-74,-74,-82,-63,10
-73,-86,-81,-62,10
-70,-86,-80,-62,10
-70,-85,-80,-59,10
-74,-83,-80,-60,10
-73,-74,-67,-62,10
-74,-73,-80,-60,10
-73,-82,-80,-64,10
-71,-95,-78,-61,10
-71,-73,-84,-60,10
-74,-89,-84,-62,10
-59,-89,-79,-62,10
-70,-80,-79,-61,10
-70,-81,-79,-61,10
-70,-79,-79,-64,10
-70,-91,-79,-63,10
-84,-78,-80,-63,10
-58,-73,-80,-63,10
-60,-77,-84,-49,10
-60,-73,-82,-62,10
-70,-74,-78,-62,10
-73,-81,-78,-47,10
-71,-76,-80,-63,10
-72,-81,-77,-60,10
-72,-59,-77,-62,10
-70,-79,-78,-54,10
-74,-74,-80,-63,10
-71,-77,-80,-63,10
-69,-72,-80,-62,10
-69,-74,-80,-60,10
-71,-85,-79,-62,10
-69,-61,-84,-48,10
-73,-72,-84,-64,10
-75,-74,-80,-65,10
-71,-89,-80,-48,10
-71,-81,-68,-62,10
-69,-71,-81,-44,10
-70,-73,-85,-63,10
-73,-69,-78,-61,10
-73,-72,-78,-63,10
-68,-73,-78,-60,10
-69,-71,-77,-61,10
-74,-76,-80,-63,10
-73,-75,-85,-62,10
-83,-75,-81,-63,10
-70,-75,-79,-60,10
-70,-84,-87,-65,10
-70,-85,-86,-50,10
-55,-75,-86,-62,10
-73,-80,-62,-59,10
